what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1217571200578
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1217571201484
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217571228171
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571250656
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571251828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571252406
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571269343
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217571279968
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571280843
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571300328
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571315531
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571386218
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571423906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571425265
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571430562
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571435843
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571437062
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571439296
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571442140
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571444437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571446500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571448593
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571538906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571863234
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571878156
