what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217580756078
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217580758890
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217580774015
executed,command,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.actions.OpenDeclaration,1217580776203
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217580852734
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217580889000
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217580897531
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217580905500
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1217581033312
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217581047750
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217581059406
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217581071578
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217581091546
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581155062
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581157296
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581308046
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1217581332625
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1217581333484
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217581336453
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581347578
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348078
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348109
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348140
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348171
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348218
