what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348250
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348281
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581348312
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581351921
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581352625
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581353062
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581353343
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581353625
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581353937
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217581369515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581373375
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581458906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581461625
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581461625
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581461781
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581467281
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581478593
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581488203
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581514718
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581535421
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581542203
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581548062
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581553062
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217581569828
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1217581663515
