what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217565589359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217565605421
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567260921
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567270953
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567272578
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217567272609
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217567272609
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567274500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567275437
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217567275531
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567280828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217567280921
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217569523125
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570104578
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570111906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570113093
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570220359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570221609
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570618843
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570624125
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570658062
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217570974046
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571080421
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.findReplace,1217571080437
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217571085531
