what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217565502468
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217565518140
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565523046
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565523093
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565531609
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565531609
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217565532906
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565534328
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565534328
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217565537437
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565537656
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565537703
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565541125
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565541125
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217565542765
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565548484
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565548531
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217565554437
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217565564984
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1217565571453
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217565575796
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565577609
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217565577656
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1217565584468
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1217565586953
