what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search,1217657056828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657056906
opened,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1217657076562
activated,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1217657076578
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657076843
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1217657076859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657077171
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657088765
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657094468
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657121500
executed,command,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.openSearchDialog,1217657121515
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657123859
closed,view,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search.ui.views.SearchView,1217657123875
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657131625
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657134453
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ResourceNavigator,1217657134562
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657135937
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657135984
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ResourceNavigator,1217657165015
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657165265
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657168906
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657169781
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657169781
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ResourceNavigator,1217657174671
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657176703
