what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576816156
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576817765
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576817765
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576817875
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576899828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576901500
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576909125
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576922406
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576937515
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217576944109
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217576966000
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217576996343
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217577027359
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217577027515
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217577028500
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217577028500
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577079156
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577083906
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577096375
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577115640
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577127062
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577136031
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217577138390
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1217577140828
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1217577141421
