what,kind,bundleId,bundleVersion,description,time
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217554081046
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554130156
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554173984
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554189718
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1217554230296
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554232000
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1217554343875
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217554343890
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554348453
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554348453
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217554348859
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217557152859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217557161906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217557161906
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217557165593
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217557410859
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217558660015
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217558674359
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217558702812
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217562843390
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217562847140
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217563064640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217563092906
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217563198046
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1217563207609
