what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ResourceNavigator,1217656658296
opened,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656664531
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656664593
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217656670828
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656684781
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656687062
closed,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656687062
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217656692156
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656700890
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656700890
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656702937
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656703078
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656770218
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217656776343
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656786734
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656914171
activated,view,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.ModuleHierarchyView,1217656924750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217656929515
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657004437
activated,editor,net.sourceforge.veditor,0.6.1,net.sourceforge.veditor.editor.VhdlEditor,1217657004453
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657029750
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657037546
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657048531
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.findReplace,1217657048546
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1217657051468
